atk,def,format,hp,percentage,pokemon,pokemon_rank,rank,rule,season,slug,spa,spd,spe
32,0,single,14,3.4,大剑鬼（洗翠）,33,5,M-B,M-3,samurott-hisui,0,10,10
32,0,single,0,3.0,大剑鬼（洗翠）,33,6,M-B,M-3,samurott-hisui,0,2,32
32,0,single,24,2.9,大剑鬼（洗翠）,33,7,M-B,M-3,samurott-hisui,0,0,10
0,22,single,32,2.3,大剑鬼（洗翠）,33,8,M-B,M-3,samurott-hisui,0,1,11
32,0,single,32,2.0,大剑鬼（洗翠）,33,9,M-B,M-3,samurott-hisui,0,0,2
0,24,single,32,1.6,大剑鬼（洗翠）,33,10,M-B,M-3,samurott-hisui,0,0,10
32,0,single,2,31.2,多龙巴鲁托,34,1,M-B,M-3,dragapult,0,0,32
0,0,single,2,16.2,多龙巴鲁托,34,2,M-B,M-3,dragapult,32,0,32
32,2,single,0,5.4,多龙巴鲁托,34,3,M-B,M-3,dragapult,0,0,32
32,0,single,0,3.5,多龙巴鲁托,34,4,M-B,M-3,dragapult,0,2,32
0,2,single,0,2.8,多龙巴鲁托,34,5,M-B,M-3,dragapult,32,0,32
2,0,single,0,2.3,多龙巴鲁托,34,6,M-B,M-3,dragapult,32,0,32
32,0,single,0,2.2,多龙巴鲁托,34,7,M-B,M-3,dragapult,0,0,32
32,0,single,0,2.2,多龙巴鲁托,34,8,M-B,M-3,dragapult,2,0,32
15,0,single,0,1.6,多龙巴鲁托,34,9,M-B,M-3,dragapult,25,0,26
0,2,single,32,1.2,多龙巴鲁托,34,10,M-B,M-3,dragapult,0,0,32
32,0,single,2,35.9,长耳兔,35,1,M-B,M-3,lopunny,0,0,32
32,1,single,1,27.8,长耳兔,35,2,M-B,M-3,lopunny,0,0,32
32,2,single,0,6.6,长耳兔,35,3,M-B,M-3,lopunny,0,0,32
32,0,single,1,4.0,长耳兔,35,4,M-B,M-3,lopunny,0,1,32
32,0,single,0,3.5,长耳兔,35,5,M-B,M-3,lopunny,0,2,32
24,0,single,9,2.6,长耳兔,35,6,M-B,M-3,lopunny,0,1,32
32,0,single,0,1.6,长耳兔,35,7,M-B,M-3,lopunny,0,0,32
32,1,single,7,1.4,长耳兔,35,8,M-B,M-3,lopunny,0,0,26
32,5,single,1,1.0,长耳兔,35,9,M-B,M-3,lopunny,0,0,28
32,0,single,1,0.8,长耳兔,35,10,M-B,M-3,lopunny,0,0,32
0,32,single,32,15.6,火神蛾,36,1,M-B,M-3,volcarona,0,0,2
0,0,single,2,10.7,火神蛾,36,2,M-B,M-3,volcarona,32,0,32
0,32,single,32,3.7,火神蛾,36,3,M-B,M-3,volcarona,0,2,0
0,1,single,1,3.5,火神蛾,36,4,M-B,M-3,volcarona,32,0,32
0,0,single,1,3.3,火神蛾,36,5,M-B,M-3,volcarona,32,1,32
0,32,single,32,2.9,火神蛾,36,6,M-B,M-3,volcarona,2,0,0
0,31,single,31,2.7,火神蛾,36,7,M-B,M-3,volcarona,0,0,4
0,2,single,0,2.4,火神蛾,36,8,M-B,M-3,volcarona,32,0,32
0,0,single,0,2.3,火神蛾,36,9,M-B,M-3,volcarona,32,2,32
0,0,single,32,1.9,火神蛾,36,10,M-B,M-3,volcarona,2,0,32
32,0,single,2,72.1,宝石海星,37,1,M-B,M-3,starmie,0,0,32
0,0,single,2,3.1,宝石海星,37,2,M-B,M-3,starmie,32,0,32
32,0,single,0,2.3,宝石海星,37,3,M-B,M-3,starmie,19,0,15
32,2,single,0,1.7,宝石海星,37,4,M-B,M-3,starmie,0,0,32
32,0,single,32,1.1,宝石海星,37,5,M-B,M-3,starmie,0,0,2
14,0,single,32,1.0,宝石海星,37,6,M-B,M-3,starmie,0,20,0
32,0,single,4,1.0,宝石海星,37,7,M-B,M-3,starmie,0,0,30
32,1,single,0,0.8,宝石海星,37,8,M-B,M-3,starmie,0,1,32
32,0,single,0,0.8,宝石海星,37,9,M-B,M-3,starmie,0,0,32
32,0,single,0,0.7,宝石海星,37,10,M-B,M-3,starmie,0,2,32
0,0,single,2,12.0,双倍多多冰,38,1,M-B,M-3,vanilluxe,32,0,32
0,0,single,25,11.4,双倍多多冰,38,2,M-B,M-3,vanilluxe,32,1,8
0,0,single,25,4.6,双倍多多冰,38,3,M-B,M-3,vanilluxe,32,2,7
0,2,single,32,4.1,双倍多多冰,38,4,M-B,M-3,vanilluxe,32,0,0
0,3,single,31,3.4,双倍多多冰,38,5,M-B,M-3,vanilluxe,32,0,0
0,0,single,25,2.6,双倍多多冰,38,6,M-B,M-3,vanilluxe,32,0,9
0,0,single,32,2.3,双倍多多冰,38,7,M-B,M-3,vanilluxe,32,0,2
0,0,single,31,2.1,双倍多多冰,38,8,M-B,M-3,vanilluxe,23,3,9
0,4,single,29,2.0,双倍多多冰,38,9,M-B,M-3,vanilluxe,32,1,0
0,1,single,1,2.0,双倍多多冰,38,10,M-B,M-3,vanilluxe,32,0,32
32,1,single,1,30.7,苍炎刃鬼,39,1,M-B,M-3,ceruledge,0,0,32
32,0,single,2,26.5,苍炎刃鬼,39,2,M-B,M-3,ceruledge,0,0,32
32,0,single,1,11.7,苍炎刃鬼,39,3,M-B,M-3,ceruledge,0,1,32
32,2,single,0,5.9,苍炎刃鬼,39,4,M-B,M-3,ceruledge,0,0,32
32,0,single,0,5.0,苍炎刃鬼,39,5,M-B,M-3,ceruledge,0,2,32
32,0,single,0,2.1,苍炎刃鬼,39,6,M-B,M-3,ceruledge,0,0,32
32,0,single,32,1.2,苍炎刃鬼,39,7,M-B,M-3,ceruledge,0,0,2
32,0,single,1,1.1,苍炎刃鬼,39,8,M-B,M-3,ceruledge,0,0,32
32,2,single,32,0.9,苍炎刃鬼,39,9,M-B,M-3,ceruledge,0,0,0
32,0,single,32,0.7,苍炎刃鬼,39,10,M-B,M-3,ceruledge,0,2,0
0,0,single,32,27.9,大竺葵,40,1,M-B,M-3,meganium,32,0,2
0,0,single,2,5.8,大竺葵,40,2,M-B,M-3,meganium,32,0,32
0,0,single,29,5.6,大竺葵,40,3,M-B,M-3,meganium,19,0,18
0,2,single,32,4.6,大竺葵,40,4,M-B,M-3,meganium,32,0,0
0,0,single,21,3.4,大竺葵,40,5,M-B,M-3,meganium,32,0,13
0,0,single,32,3.3,大竺葵,40,6,M-B,M-3,meganium,32,2,0
0,3,single,32,2.6,大竺葵,40,7,M-B,M-3,meganium,17,0,14
0,1,single,32,1.9,大竺葵,40,8,M-B,M-3,meganium,32,1,0
0,1,single,6,1.8,大竺葵,40,9,M-B,M-3,meganium,32,0,27
0,20,single,32,1.7,大竺葵,40,10,M-B,M-3,meganium,0,14,0
0,32,single,32,47.5,月亮伊布,41,1,M-B,M-3,umbreon,0,2,0
0,2,single,32,7.9,月亮伊布,41,2,M-B,M-3,umbreon,0,32,0
0,32,single,31,3.6,月亮伊布,41,3,M-B,M-3,umbreon,0,3,0
0,32,single,32,3.3,月亮伊布,41,4,M-B,M-3,umbreon,0,0,2
0,32,single,32,2.9,月亮伊布,41,5,M-B,M-3,umbreon,0,1,1
0,32,single,2,2.8,月亮伊布,41,6,M-B,M-3,umbreon,0,32,0
0,32,single,32,2.1,月亮伊布,41,7,M-B,M-3,umbreon,0,0,0
0,20,single,32,2.0,月亮伊布,41,8,M-B,M-3,umbreon,0,14,0
0,30,single,32,1.2,月亮伊布,41,9,M-B,M-3,umbreon,0,4,0
0,32,single,32,1.2,月亮伊布,41,10,M-B,M-3,umbreon,0,1,0
32,0,single,2,51.8,大狃拉,42,1,M-B,M-3,sneasler,0,0,32
32,2,single,0,10.7,大狃拉,42,2,M-B,M-3,sneasler,0,0,32
32,0,single,0,8.6,大狃拉,42,3,M-B,M-3,sneasler,0,2,32
32,0,single,0,3.5,大狃拉,42,4,M-B,M-3,sneasler,0,0,32
0,32,single,32,1.6,大狃拉,42,5,M-B,M-3,sneasler,0,2,0
32,0,single,32,1.4,大狃拉,42,6,M-B,M-3,sneasler,0,0,2
32,2,single,32,1.2,大狃拉,42,7,M-B,M-3,sneasler,0,0,0
32,0,single,29,0.9,大狃拉,42,8,M-B,M-3,sneasler,0,0,5
10,20,single,31,0.8,大狃拉,42,9,M-B,M-3,sneasler,0,1,4
32,1,single,0,0.8,大狃拉,42,10,M-B,M-3,sneasler,0,1,32
0,32,single,32,12.6,妙蛙花,43,1,M-B,M-3,venusaur,0,2,0
0,2,single,32,9.8,妙蛙花,43,2,M-B,M-3,venusaur,0,32,0
0,0,single,2,4.2,妙蛙花,43,3,M-B,M-3,venusaur,32,0,32
0,2,single,32,4.0,妙蛙花,43,4,M-B,M-3,venusaur,32,0,0
0,0,single,32,3.7,妙蛙花,43,5,M-B,M-3,venusaur,32,0,2
0,0,single,32,2.8,妙蛙花,43,6,M-B,M-3,venusaur,32,2,0
0,0,single,32,2.5,妙蛙花,43,7,M-B,M-3,venusaur,2,32,0
0,32,single,32,2.3,妙蛙花,43,8,M-B,M-3,venusaur,2,0,0
0,13,single,32,2.0,妙蛙花,43,9,M-B,M-3,venusaur,0,21,0
0,27,single,32,1.6,妙蛙花,43,10,M-B,M-3,venusaur,0,7,0
0,0,single,5,20.7,水箭龟,44,1,M-B,M-3,blastoise,32,0,29
0,0,single,2,10.9,水箭龟,44,2,M-B,M-3,blastoise,32,0,32
0,0,single,9,4.9,水箭龟,44,3,M-B,M-3,blastoise,32,0,25
0,1,single,11,4.9,水箭龟,44,4,M-B,M-3,blastoise,32,0,22
0,1,single,17,4.3,水箭龟,44,5,M-B,M-3,blastoise,19,0,29
0,1,single,1,3.5,水箭龟,44,6,M-B,M-3,blastoise,32,0,32
0,5,single,19,3.0,水箭龟,44,7,M-B,M-3,blastoise,25,0,17
0,0,single,32,2.3,水箭龟,44,8,M-B,M-3,blastoise,32,0,2
0,0,single,32,2.0,水箭龟,44,9,M-B,M-3,blastoise,25,0,9
0,2,single,32,1.9,水箭龟,44,10,M-B,M-3,blastoise,32,0,0
32,2,single,32,11.1,弃世猴,45,1,M-B,M-3,annihilape,0,0,0
2,0,single,32,7.2,弃世猴,45,2,M-B,M-3,annihilape,0,0,32
5,1,single,32,5.6,弃世猴,45,3,M-B,M-3,annihilape,0,23,5
32,0,single,32,5.5,弃世猴,45,4,M-B,M-3,annihilape,0,0,2
32,0,single,2,3.8,弃世猴,45,5,M-B,M-3,annihilape,0,0,32
3,11,single,24,3.3,弃世猴,45,6,M-B,M-3,annihilape,0,0,28
2,32,single,32,2.4,弃世猴,45,7,M-B,M-3,annihilape,0,0,0
32,0,single,32,2.3,弃世猴,45,8,M-B,M-3,annihilape,0,2,0
0,32,single,32,2.1,弃世猴,45,9,M-B,M-3,annihilape,0,2,0
0,2,single,32,1.9,弃世猴,45,10,M-B,M-3,annihilape,0,32,0
32,0,single,2,48.2,路卡利欧,46,1,M-B,M-3,lucario,0,0,32
0,0,single,2,24.8,路卡利欧,46,2,M-B,M-3,lucario,32,0,32
32,2,single,0,4.4,路卡利欧,46,3,M-B,M-3,lucario,0,0,32
27,9,single,2,2.0,路卡利欧,46,4,M-B,M-3,lucario,0,0,28
32,0,single,0,1.9,路卡利欧,46,5,M-B,M-3,lucario,0,2,32
0,2,single,0,1.6,路卡利欧,46,6,M-B,M-3,lucario,32,0,32
32,0,single,0,1.3,路卡利欧,46,7,M-B,M-3,lucario,0,0,32
32,1,single,0,1.1,路卡利欧,46,8,M-B,M-3,lucario,0,1,32
0,0,single,0,0.9,路卡利欧,46,9,M-B,M-3,lucario,32,2,32
2,0,single,0,0.6,路卡利欧,46,10,M-B,M-3,lucario,32,0,32
0,0,single,32,23.0,仙子伊布,47,1,M-B,M-3,sylveon,32,0,2
0,32,single,32,8.0,仙子伊布,47,2,M-B,M-3,sylveon,0,2,0
0,2,single,32,5.0,仙子伊布,47,3,M-B,M-3,sylveon,32,0,0
0,8,single,19,3.8,仙子伊布,47,4,M-B,M-3,sylveon,30,0,9
0,32,single,32,3.7,仙子伊布,47,5,M-B,M-3,sylveon,2,0,0
0,0,single,32,3.4,仙子伊布,47,6,M-B,M-3,sylveon,32,2,0
0,32,single,32,2.9,仙子伊布,47,7,M-B,M-3,sylveon,0,0,2
0,13,single,21,2.4,仙子伊布,47,8,M-B,M-3,sylveon,32,0,0
0,0,single,2,1.9,仙子伊布,47,9,M-B,M-3,sylveon,32,0,32
0,0,single,32,1.6,仙子伊布,47,10,M-B,M-3,sylveon,2,32,0
0,0,single,2,43.1,风妖精,48,1,M-B,M-3,whimsicott,32,0,32
0,32,single,32,11.0,风妖精,48,2,M-B,M-3,whimsicott,0,2,0
0,32,single,32,3.3,风妖精,48,3,M-B,M-3,whimsicott,0,0,2
0,2,single,0,2.6,风妖精,48,4,M-B,M-3,whimsicott,32,0,32
0,0,single,0,2.5,风妖精,48,5,M-B,M-3,whimsicott,32,2,32
0,32,single,32,2.4,风妖精,48,6,M-B,M-3,whimsicott,2,0,0
0,2,single,32,1.8,风妖精,48,7,M-B,M-3,whimsicott,0,32,0
0,0,single,0,1.5,风妖精,48,8,M-B,M-3,whimsicott,32,0,32
0,32,single,32,1.3,风妖精,48,9,M-B,M-3,whimsicott,0,0,0
0,32,single,2,1.2,风妖精,48,10,M-B,M-3,whimsicott,0,32,0
0,0,single,2,24.2,加热洛托姆,49,1,M-B,M-3,rotom-heat,32,0,32
0,32,single,32,6.3,加热洛托姆,49,2,M-B,M-3,rotom-heat,0,2,0
0,0,single,32,5.1,加热洛托姆,49,3,M-B,M-3,rotom-heat,32,0,2
0,0,single,32,3.8,加热洛托姆,49,4,M-B,M-3,rotom-heat,32,2,0
0,32,single,32,3.5,加热洛托姆,49,5,M-B,M-3,rotom-heat,2,0,0
0,2,single,32,3.3,加热洛托姆,49,6,M-B,M-3,rotom-heat,32,0,0
0,2,single,0,2.8,加热洛托姆,49,7,M-B,M-3,rotom-heat,32,0,32
0,0,single,0,2.6,加热洛托姆,49,8,M-B,M-3,rotom-heat,32,2,32
0,32,single,32,2.0,加热洛托姆,49,9,M-B,M-3,rotom-heat,0,0,2
0,1,single,32,1.8,加热洛托姆,49,10,M-B,M-3,rotom-heat,25,1,7
32,0,single,2,39.4,象牙猪,50,1,M-B,M-3,mamoswine,0,0,32
32,2,single,0,11.7,象牙猪,50,2,M-B,M-3,mamoswine,0,0,32
32,0,single,0,6.5,象牙猪,50,3,M-B,M-3,mamoswine,8,0,26
32,0,single,0,6.1,象牙猪,50,4,M-B,M-3,mamoswine,0,2,32
32,0,single,0,4.7,象牙猪,50,5,M-B,M-3,mamoswine,2,0,32
32,0,single,32,3.3,象牙猪,50,6,M-B,M-3,mamoswine,0,0,2
32,2,single,32,2.3,象牙猪,50,7,M-B,M-3,mamoswine,0,0,0
32,0,single,0,2.2,象牙猪,50,8,M-B,M-3,mamoswine,0,0,32
32,1,single,0,1.6,象牙猪,50,9,M-B,M-3,mamoswine,0,1,32
32,0,single,32,1.4,象牙猪,50,10,M-B,M-3,mamoswine,0,2,0
0,4,single,31,19.0,电肚蛙,51,1,M-B,M-3,bellibolt,0,31,0
0,2,single,32,13.0,电肚蛙,51,2,M-B,M-3,bellibolt,0,32,0
0,3,single,31,7.5,电肚蛙,51,3,M-B,M-3,bellibolt,0,32,0
0,0,single,32,4.4,电肚蛙,51,4,M-B,M-3,bellibolt,2,32,0
0,0,single,31,4.0,电肚蛙,51,5,M-B,M-3,bellibolt,9,23,3
0,32,single,32,3.7,电肚蛙,51,6,M-B,M-3,bellibolt,0,2,0
0,11,single,32,3.6,电肚蛙,51,7,M-B,M-3,bellibolt,0,20,3
0,0,single,31,2.4,电肚蛙,51,8,M-B,M-3,bellibolt,0,32,3
0,0,single,32,1.7,电肚蛙,51,9,M-B,M-3,bellibolt,32,2,0
0,2,single,32,1.7,电肚蛙,51,10,M-B,M-3,bellibolt,32,0,0
32,0,single,2,20.6,班基拉斯,52,1,M-B,M-3,tyranitar,0,0,32
32,0,single,32,8.6,班基拉斯,52,2,M-B,M-3,tyranitar,0,2,0
32,2,single,32,6.1,班基拉斯,52,3,M-B,M-3,tyranitar,0,0,0
2,0,single,32,5.6,班基拉斯,52,4,M-B,M-3,tyranitar,0,32,0
0,2,single,32,5.0,班基拉斯,52,5,M-B,M-3,tyranitar,0,32,0
32,0,single,32,4.2,班基拉斯,52,6,M-B,M-3,tyranitar,0,0,2
0,0,single,32,1.8,班基拉斯,52,7,M-B,M-3,tyranitar,0,32,2
32,0,single,0,1.7,班基拉斯,52,8,M-B,M-3,tyranitar,0,2,32
32,2,single,0,1.7,班基拉斯,52,9,M-B,M-3,tyranitar,0,0,32
32,0,single,2,1.5,班基拉斯,52,10,M-B,M-3,tyranitar,0,32,0
32,0,single,2,51.3,龙头地鼠,53,1,M-B,M-3,excadrill,0,0,32
32,2,single,0,14.6,龙头地鼠,53,2,M-B,M-3,excadrill,0,0,32
32,0,single,0,5.0,龙头地鼠,53,3,M-B,M-3,excadrill,0,2,32
32,1,single,0,3.2,龙头地鼠,53,4,M-B,M-3,excadrill,0,1,32
32,0,single,0,2.9,龙头地鼠,53,5,M-B,M-3,excadrill,0,0,32
32,8,single,0,1.4,龙头地鼠,53,6,M-B,M-3,excadrill,0,1,25
32,15,single,0,1.0,龙头地鼠,53,7,M-B,M-3,excadrill,0,0,19
32,0,single,1,1.0,龙头地鼠,53,8,M-B,M-3,excadrill,0,0,32
25,3,single,6,0.8,龙头地鼠,53,9,M-B,M-3,excadrill,0,0,32
32,0,single,4,0.8,龙头地鼠,53,10,M-B,M-3,excadrill,0,0,30
0,2,single,32,28.0,超坏星,54,1,M-B,M-3,toxapex,0,32,0
0,32,single,32,25.4,超坏星,54,2,M-B,M-3,toxapex,0,2,0
0,32,single,2,5.6,超坏星,54,3,M-B,M-3,toxapex,0,32,0
0,18,single,32,3.9,超坏星,54,4,M-B,M-3,toxapex,0,16,0
0,28,single,32,2.2,超坏星,54,5,M-B,M-3,toxapex,0,6,0
0,16,single,32,1.9,超坏星,54,6,M-B,M-3,toxapex,0,18,0
0,0,single,32,1.8,超坏星,54,7,M-B,M-3,toxapex,0,32,0
0,6,single,32,1.5,超坏星,54,8,M-B,M-3,toxapex,0,28,0
0,20,single,32,1.4,超坏星,54,9,M-B,M-3,toxapex,0,14,0
0,32,single,32,1.3,超坏星,54,10,M-B,M-3,toxapex,0,0,0
32,0,single,32,35.1,玛力露丽,55,1,M-B,M-3,azumarill,0,0,2
32,0,single,31,12.4,玛力露丽,55,2,M-B,M-3,azumarill,0,0,3
32,2,single,32,5.5,玛力露丽,55,3,M-B,M-3,azumarill,0,0,0
32,3,single,31,3.5,玛力露丽,55,4,M-B,M-3,azumarill,0,0,0
32,3,single,29,2.9,玛力露丽,55,5,M-B,M-3,azumarill,0,2,0
32,0,single,32,2.7,玛力露丽,55,6,M-B,M-3,azumarill,0,2,0
32,1,single,32,1.7,玛力露丽,55,7,M-B,M-3,azumarill,0,1,0
32,1,single,31,1.6,玛力露丽,55,8,M-B,M-3,azumarill,0,0,2
32,2,single,31,1.5,玛力露丽,55,9,M-B,M-3,azumarill,0,1,0
32,0,single,2,1.4,玛力露丽,55,10,M-B,M-3,azumarill,0,0,32
0,32,single,32,27.8,皮可西,56,1,M-B,M-3,clefable,0,2,0
0,32,single,32,4.4,皮可西,56,2,M-B,M-3,clefable,0,0,2
0,27,single,32,4.1,皮可西,56,3,M-B,M-3,clefable,0,7,0
0,32,single,31,3.8,皮可西,56,4,M-B,M-3,clefable,0,3,0
0,2,single,32,3.6,皮可西,56,5,M-B,M-3,clefable,0,32,0
0,32,single,32,3.5,皮可西,56,6,M-B,M-3,clefable,2,0,0
0,32,single,31,1.9,皮可西,56,7,M-B,M-3,clefable,0,0,3
0,2,single,32,1.8,皮可西,56,8,M-B,M-3,clefable,32,0,0
0,32,single,32,1.7,皮可西,56,9,M-B,M-3,clefable,0,0,0
0,32,single,2,1.5,皮可西,56,10,M-B,M-3,clefable,0,32,0
0,0,single,2,23.0,花叶蒂,57,1,M-B,M-3,floette,32,0,32
0,6,single,0,9.2,花叶蒂,57,2,M-B,M-3,floette,28,0,32
0,0,single,26,4.6,花叶蒂,57,3,M-B,M-3,floette,8,0,32
0,2,single,0,4.6,花叶蒂,57,4,M-B,M-3,floette,32,0,32
0,10,single,0,4.6,花叶蒂,57,5,M-B,M-3,floette,24,0,32
0,29,single,32,4.2,花叶蒂,57,6,M-B,M-3,floette,5,0,0
0,32,single,32,2.0,花叶蒂,57,7,M-B,M-3,floette,2,0,0
0,26,single,32,1.9,花叶蒂,57,8,M-B,M-3,floette,5,0,3
0,32,single,32,1.3,花叶蒂,57,9,M-B,M-3,floette,0,0,2
0,6,single,26,1.2,花叶蒂,57,10,M-B,M-3,floette,16,0,18
0,0,single,2,49.9,雪妖女,58,1,M-B,M-3,froslass,32,0,32
0,2,single,0,6.7,雪妖女,58,2,M-B,M-3,froslass,32,0,32
0,0,single,14,5.3,雪妖女,58,3,M-B,M-3,froslass,20,0,32
0,0,single,0,4.5,雪妖女,58,4,M-B,M-3,froslass,32,2,32
0,1,single,0,3.4,雪妖女,58,5,M-B,M-3,froslass,32,1,32
0,0,single,0,1.7,雪妖女,58,6,M-B,M-3,froslass,32,0,32
0,0,single,14,1.2,雪妖女,58,7,M-B,M-3,froslass,29,0,23
0,0,single,11,1.0,雪妖女,58,8,M-B,M-3,froslass,32,0,23
0,0,single,32,0.9,雪妖女,58,9,M-B,M-3,froslass,2,0,32
0,22,single,0,0.9,雪妖女,58,10,M-B,M-3,froslass,14,0,30
0,0,single,2,45.4,索罗亚克（洗翠）,59,1,M-B,M-3,zoroark-hisui,32,0,32
0,1,single,1,14.9,索罗亚克（洗翠）,59,2,M-B,M-3,zoroark-hisui,32,0,32
0,2,single,0,8.5,索罗亚克（洗翠）,59,3,M-B,M-3,zoroark-hisui,32,0,32
0,0,single,0,6.8,索罗亚克（洗翠）,59,4,M-B,M-3,zoroark-hisui,32,2,32
0,0,single,1,3.6,索罗亚克（洗翠）,59,5,M-B,M-3,zoroark-hisui,32,1,32
2,0,single,0,3.4,索罗亚克（洗翠）,59,6,M-B,M-3,zoroark-hisui,32,0,32
0,0,single,0,3.0,索罗亚克（洗翠）,59,7,M-B,M-3,zoroark-hisui,32,0,32
0,1,single,0,1.3,索罗亚克（洗翠）,59,8,M-B,M-3,zoroark-hisui,32,1,32
0,0,single,1,1.2,索罗亚克（洗翠）,59,9,M-B,M-3,zoroark-hisui,32,0,32
1,0,single,1,0.9,索罗亚克（洗翠）,59,10,M-B,M-3,zoroark-hisui,32,0,32
0,0,single,2,12.7,超能艳鸵,60,1,M-B,M-3,espathra,32,0,32
0,32,single,32,7.8,超能艳鸵,60,2,M-B,M-3,espathra,0,2,0
0,32,single,32,4.3,超能艳鸵,60,3,M-B,M-3,espathra,0,0,2
0,1,single,1,4.3,超能艳鸵,60,4,M-B,M-3,espathra,32,0,32
0,32,single,25,3.6,超能艳鸵,60,5,M-B,M-3,espathra,0,0,9
0,30,single,32,3.2,超能艳鸵,60,6,M-B,M-3,espathra,0,2,2
0,2,single,0,2.2,超能艳鸵,60,7,M-B,M-3,espathra,32,0,32
0,0,single,0,2.0,超能艳鸵,60,8,M-B,M-3,espathra,32,2,32
0,0,single,32,1.5,超能艳鸵,60,9,M-B,M-3,espathra,32,0,2
0,30,single,25,1.4,超能艳鸵,60,10,M-B,M-3,espathra,0,2,9
32,2,single,32,24.2,滴蛛霸,61,1,M-B,M-3,araquanid,0,0,0
0,32,single,32,8.2,滴蛛霸,61,2,M-B,M-3,araquanid,0,2,0
32,0,single,32,5.5,滴蛛霸,61,3,M-B,M-3,araquanid,0,2,0
0,2,single,32,3.3,滴蛛霸,61,4,M-B,M-3,araquanid,0,32,0
0,28,single,32,3.1,滴蛛霸,61,5,M-B,M-3,araquanid,0,6,0
2,32,single,32,3.1,滴蛛霸,61,6,M-B,M-3,araquanid,0,0,0
32,0,single,32,2.0,滴蛛霸,61,7,M-B,M-3,araquanid,0,0,2
0,2,single,32,1.9,滴蛛霸,61,8,M-B,M-3,araquanid,32,0,0
30,4,single,32,1.7,滴蛛霸,61,9,M-B,M-3,araquanid,0,0,0
2,0,single,32,1.7,滴蛛霸,61,10,M-B,M-3,araquanid,0,32,0
0,32,single,32,29.8,盔甲鸟,62,1,M-B,M-3,skarmory,0,2,0
0,32,single,32,13.2,盔甲鸟,62,2,M-B,M-3,skarmory,0,0,2
0,2,single,32,5.2,盔甲鸟,62,3,M-B,M-3,skarmory,0,32,0
0,32,single,31,5.1,盔甲鸟,62,4,M-B,M-3,skarmory,0,3,0
32,0,single,2,3.9,盔甲鸟,62,5,M-B,M-3,skarmory,0,0,32
2,32,single,32,2.5,盔甲鸟,62,6,M-B,M-3,skarmory,0,0,0
0,32,single,32,2.5,盔甲鸟,62,7,M-B,M-3,skarmory,0,0,0
0,32,single,31,1.8,盔甲鸟,62,8,M-B,M-3,skarmory,0,0,3
32,1,single,1,1.6,盔甲鸟,62,9,M-B,M-3,skarmory,0,0,32
0,32,single,32,1.2,盔甲鸟,62,10,M-B,M-3,skarmory,0,1,1
0,32,single,32,31.8,美纳斯,63,1,M-B,M-3,milotic,0,2,0
0,2,single,32,5.7,美纳斯,63,2,M-B,M-3,milotic,0,32,0
0,27,single,32,4.5,美纳斯,63,3,M-B,M-3,milotic,0,0,7
0,32,single,32,4.3,美纳斯,63,4,M-B,M-3,milotic,2,0,0
0,32,single,31,3.4,美纳斯,63,5,M-B,M-3,milotic,0,3,0
0,32,single,32,3.0,美纳斯,63,6,M-B,M-3,milotic,0,0,2
0,0,single,32,2.2,美纳斯,63,7,M-B,M-3,milotic,2,32,0
0,2,single,32,2.0,美纳斯,63,8,M-B,M-3,milotic,32,0,0
0,32,single,32,1.7,美纳斯,63,9,M-B,M-3,milotic,0,0,0
0,0,single,32,1.4,美纳斯,63,10,M-B,M-3,milotic,32,0,2
0,0,single,32,16.1,百变怪,64,1,M-B,M-3,ditto,0,0,0
0,32,single,32,10.1,百变怪,64,2,M-B,M-3,ditto,0,2,0
2,32,single,32,8.9,百变怪,64,3,M-B,M-3,ditto,0,0,0
0,2,single,32,5.5,百变怪,64,4,M-B,M-3,ditto,0,0,32
0,2,single,32,4.4,百变怪,64,5,M-B,M-3,ditto,0,32,0
2,0,single,32,4.3,百变怪,64,6,M-B,M-3,ditto,0,0,32
0,0,single,32,3.9,百变怪,64,7,M-B,M-3,ditto,0,0,32
0,32,single,32,2.8,百变怪,64,8,M-B,M-3,ditto,2,0,0
0,0,single,32,2.8,百变怪,64,9,M-B,M-3,ditto,0,2,32
32,2,single,32,2.5,百变怪,64,10,M-B,M-3,ditto,0,0,0
0,0,single,2,38.8,沙奈朵,65,1,M-B,M-3,gardevoir,32,0,32
0,11,single,32,6.4,沙奈朵,65,2,M-B,M-3,gardevoir,5,0,18
0,2,single,0,4.8,沙奈朵,65,3,M-B,M-3,gardevoir,32,0,32
0,0,single,0,3.9,沙奈朵,65,4,M-B,M-3,gardevoir,32,2,32
0,0,single,32,2.2,沙奈朵,65,5,M-B,M-3,gardevoir,32,0,2
0,9,single,0,2.2,沙奈朵,65,6,M-B,M-3,gardevoir,32,0,25
0,2,single,32,1.6,沙奈朵,65,7,M-B,M-3,gardevoir,32,0,0
0,10,single,0,1.4,沙奈朵,65,8,M-B,M-3,gardevoir,32,0,24
0,0,single,0,1.4,沙奈朵,65,9,M-B,M-3,gardevoir,32,0,32
0,17,single,32,1.3,沙奈朵,65,10,M-B,M-3,gardevoir,15,1,1
0,2,single,32,15.1,卡比兽,66,1,M-B,M-3,snorlax,0,32,0
0,32,single,32,8.8,卡比兽,66,2,M-B,M-3,snorlax,0,2,0
32,0,single,2,7.3,卡比兽,66,3,M-B,M-3,snorlax,0,32,0
32,32,single,2,6.9,卡比兽,66,4,M-B,M-3,snorlax,0,0,0
