pokemon_rank,pokemon,slug,season,rule,format,panel,entry_rank,name,name_ja,percentage,type,category,power,accuracy
54,甜冷美后,tsareena,M-3,M-B,double,moves,5,强力鞭打,パワーウィップ,31.2,grass,physical,120,
54,甜冷美后,tsareena,M-3,M-B,double,moves,6,飞膝踢,とびひざげり,27.1,fighting,physical,130,
54,甜冷美后,tsareena,M-3,M-B,double,moves,7,急速折返,とんぼがえり,23.2,bug,physical,70,
54,甜冷美后,tsareena,M-3,M-B,double,moves,8,拍落,はたきおとす,16.3,dark,physical,65,
54,甜冷美后,tsareena,M-3,M-B,double,moves,9,挑衅,ちょうはつ,14.0,dark,status,,
54,甜冷美后,tsareena,M-3,M-B,double,moves,10,意念头锤,しねんのずつき,8.2,psychic,physical,80,
54,甜冷美后,tsareena,M-3,M-B,double,items,1,广角镜,こうかくレンズ,26.7,,,,
54,甜冷美后,tsareena,M-3,M-B,double,items,2,讲究围巾,こだわりスカーフ,19.6,,,,
54,甜冷美后,tsareena,M-3,M-B,double,items,3,文柚果,オボンのみ,13.2,,,,
54,甜冷美后,tsareena,M-3,M-B,double,items,4,气势披带,きあいのタスキ,9.0,,,,
54,甜冷美后,tsareena,M-3,M-B,double,items,5,生命宝珠,いのちのたま,6.2,,,,
54,甜冷美后,tsareena,M-3,M-B,double,items,6,奇迹种子,きせきのタネ,4.2,,,,
54,甜冷美后,tsareena,M-3,M-B,double,items,7,达人带,たつじんのおび,3.6,,,,
54,甜冷美后,tsareena,M-3,M-B,double,items,8,巧可果,オッカのみ,3.2,,,,
54,甜冷美后,tsareena,M-3,M-B,double,items,9,先制之爪,せんせいのツメ,2.8,,,,
54,甜冷美后,tsareena,M-3,M-B,double,items,10,白色香草,しろいハーブ,1.8,,,,
54,甜冷美后,tsareena,M-3,M-B,double,abilities,1,女王的威严,じょおうのいげん,99.1,,,,
54,甜冷美后,tsareena,M-3,M-B,double,abilities,2,甜幕,スイートベール,0.5,,,,
54,甜冷美后,tsareena,M-3,M-B,double,abilities,3,叶子防守,リーフガード,0.4,,,,
54,甜冷美后,tsareena,M-3,M-B,double,natures,1,固执,いじっぱり,58.7,,,,
54,甜冷美后,tsareena,M-3,M-B,double,natures,2,爽朗,ようき,29.8,,,,
54,甜冷美后,tsareena,M-3,M-B,double,natures,3,勇敢,ゆうかん,4.9,,,,
54,甜冷美后,tsareena,M-3,M-B,double,natures,4,淘气,わんぱく,2.7,,,,
54,甜冷美后,tsareena,M-3,M-B,double,natures,5,慎重,しんちょう,1.5,,,,
54,甜冷美后,tsareena,M-3,M-B,double,natures,6,顽皮,やんちゃ,0.6,,,,
54,甜冷美后,tsareena,M-3,M-B,double,natures,7,怕寂寞,さみしがり,0.3,,,,
54,甜冷美后,tsareena,M-3,M-B,double,natures,8,自大,なまいき,0.3,,,,
54,甜冷美后,tsareena,M-3,M-B,double,natures,9,悠闲,のんき,0.3,,,,
54,甜冷美后,tsareena,M-3,M-B,double,natures,10,天真,むじゃき,0.2,,,,
54,甜冷美后,tsareena,M-3,M-B,double,partners,1,风妖精,エルフーン,,,,,
54,甜冷美后,tsareena,M-3,M-B,double,partners,2,雷丘,ライチュウ,,,,,
54,甜冷美后,tsareena,M-3,M-B,double,partners,3,烈咬陆鲨,ガブリアス,,,,,
54,甜冷美后,tsareena,M-3,M-B,double,partners,4,幽尾玄鱼,イダイトウ(オス),,,,,
54,甜冷美后,tsareena,M-3,M-B,double,partners,5,大嘴鸥,ペリッパー,,,,,
54,甜冷美后,tsareena,M-3,M-B,double,partners,6,大狃拉,オオニューラ,,,,,
54,甜冷美后,tsareena,M-3,M-B,double,partners,7,炽焰咆哮虎,ガオガエン,,,,,
54,甜冷美后,tsareena,M-3,M-B,double,partners,8,仆刀将军,ドドゲザン,,,,,
54,甜冷美后,tsareena,M-3,M-B,double,partners,9,化石翼龙,プテラ,,,,,
54,甜冷美后,tsareena,M-3,M-B,double,partners,10,巨沼怪,ラグラージ,,,,,
54,甜冷美后,tsareena,M-3,M-B,double,spreads,1,,,31.3,,,,
54,甜冷美后,tsareena,M-3,M-B,double,spreads,2,,,5.3,,,,
54,甜冷美后,tsareena,M-3,M-B,double,spreads,3,,,4.1,,,,
54,甜冷美后,tsareena,M-3,M-B,double,spreads,4,,,3.8,,,,
54,甜冷美后,tsareena,M-3,M-B,double,spreads,5,,,3.5,,,,
54,甜冷美后,tsareena,M-3,M-B,double,spreads,6,,,2.3,,,,
54,甜冷美后,tsareena,M-3,M-B,double,spreads,7,,,1.8,,,,
54,甜冷美后,tsareena,M-3,M-B,double,spreads,8,,,1.5,,,,
54,甜冷美后,tsareena,M-3,M-B,double,spreads,9,,,1.2,,,,
54,甜冷美后,tsareena,M-3,M-B,double,spreads,10,,,0.9,,,,
55,艾路雷朵,gallade,M-3,M-B,double,moves,1,圣剑,せいなるつるぎ,94.4,fighting,physical,90,
55,艾路雷朵,gallade,M-3,M-B,double,moves,2,精神利刃,サイコカッター,70.2,psychic,physical,70,
55,艾路雷朵,gallade,M-3,M-B,double,moves,3,叶刃,リーフブレード,56.2,grass,physical,90,
55,艾路雷朵,gallade,M-3,M-B,double,moves,4,守住,まもる,50.8,normal,status,,
55,艾路雷朵,gallade,M-3,M-B,double,moves,5,戏法空间,トリックルーム,38.0,psychic,status,,
55,艾路雷朵,gallade,M-3,M-B,double,moves,6,暗袭要害,つじぎり,25.7,dark,physical,70,
55,艾路雷朵,gallade,M-3,M-B,double,moves,7,广域防守,ワイドガード,19.5,rock,status,,
55,艾路雷朵,gallade,M-3,M-B,double,moves,8,三旋击,トリプルアクセル,4.2,ice,physical,20,
55,艾路雷朵,gallade,M-3,M-B,double,moves,9,岩崩,いわなだれ,3.8,rock,physical,75,
55,艾路雷朵,gallade,M-3,M-B,double,moves,10,影子偷袭,かげうち,3.6,ghost,physical,40,
55,艾路雷朵,gallade,M-3,M-B,double,items,1,气势披带,きあいのタスキ,43.8,,,,
55,艾路雷朵,gallade,M-3,M-B,double,items,2,生命宝珠,いのちのたま,10.7,,,,
55,艾路雷朵,gallade,M-3,M-B,double,items,3,艾路雷朵进化石,エルレイドナイト,10.3,,,,
55,艾路雷朵,gallade,M-3,M-B,double,items,4,讲究围巾,こだわりスカーフ,8.7,,,,
55,艾路雷朵,gallade,M-3,M-B,double,items,5,焦点镜,ピントレンズ,5.3,,,,
55,艾路雷朵,gallade,M-3,M-B,double,items,6,白色香草,しろいハーブ,4.2,,,,
55,艾路雷朵,gallade,M-3,M-B,double,items,7,黑色铁球,くろいてっきゅう,3.6,,,,
55,艾路雷朵,gallade,M-3,M-B,double,items,8,达人带,たつじんのおび,3.6,,,,
55,艾路雷朵,gallade,M-3,M-B,double,items,9,文柚果,オボンのみ,2.2,,,,
55,艾路雷朵,gallade,M-3,M-B,double,items,10,黑带,くろおび,1.6,,,,
55,艾路雷朵,gallade,M-3,M-B,double,abilities,1,锋锐,きれあじ,94.6,,,,
55,艾路雷朵,gallade,M-3,M-B,double,abilities,2,正义之心,せいぎのこころ,3.7,,,,
55,艾路雷朵,gallade,M-3,M-B,double,abilities,3,不屈之心,ふくつのこころ,1.6,,,,
55,艾路雷朵,gallade,M-3,M-B,double,natures,1,固执,いじっぱり,56.8,,,,
55,艾路雷朵,gallade,M-3,M-B,double,natures,2,爽朗,ようき,19.7,,,,
55,艾路雷朵,gallade,M-3,M-B,double,natures,3,勇敢,ゆうかん,19.1,,,,
55,艾路雷朵,gallade,M-3,M-B,double,natures,4,淘气,わんぱく,1.7,,,,
55,艾路雷朵,gallade,M-3,M-B,double,natures,5,悠闲,のんき,0.9,,,,
55,艾路雷朵,gallade,M-3,M-B,double,natures,6,慎重,しんちょう,0.5,,,,
55,艾路雷朵,gallade,M-3,M-B,double,natures,7,怕寂寞,さみしがり,0.3,,,,
55,艾路雷朵,gallade,M-3,M-B,double,natures,8,顽皮,やんちゃ,0.2,,,,
55,艾路雷朵,gallade,M-3,M-B,double,natures,9,急躁,せっかち,0.2,,,,
55,艾路雷朵,gallade,M-3,M-B,double,natures,10,自大,なまいき,0.1,,,,
55,艾路雷朵,gallade,M-3,M-B,double,partners,1,奇麒麟,リキキリン,,,,,
55,艾路雷朵,gallade,M-3,M-B,double,partners,2,大嘴娃,クチート,,,,,
55,艾路雷朵,gallade,M-3,M-B,double,partners,3,煤炭龟,コータス,,,,,
55,艾路雷朵,gallade,M-3,M-B,double,partners,4,姆克鹰,ムクホーク,,,,,
55,艾路雷朵,gallade,M-3,M-B,double,partners,5,一家鼠,イッカネズミ,,,,,
55,艾路雷朵,gallade,M-3,M-B,double,partners,6,风妖精,エルフーン,,,,,
55,艾路雷朵,gallade,M-3,M-B,double,partners,7,仆刀将军,ドドゲザン,,,,,
55,艾路雷朵,gallade,M-3,M-B,double,partners,8,炽焰咆哮虎,ガオガエン,,,,,
55,艾路雷朵,gallade,M-3,M-B,double,partners,9,袋兽,ガルーラ,,,,,
55,艾路雷朵,gallade,M-3,M-B,double,partners,10,来悲粗茶,ヤバソチャ,,,,,
55,艾路雷朵,gallade,M-3,M-B,double,spreads,1,,,38.7,,,,
55,艾路雷朵,gallade,M-3,M-B,double,spreads,2,,,14.8,,,,
55,艾路雷朵,gallade,M-3,M-B,double,spreads,3,,,7.6,,,,
55,艾路雷朵,gallade,M-3,M-B,double,spreads,4,,,5.1,,,,
55,艾路雷朵,gallade,M-3,M-B,double,spreads,5,,,3.3,,,,
55,艾路雷朵,gallade,M-3,M-B,double,spreads,6,,,1.5,,,,
55,艾路雷朵,gallade,M-3,M-B,double,spreads,7,,,1.4,,,,
55,艾路雷朵,gallade,M-3,M-B,double,spreads,8,,,1.0,,,,
55,艾路雷朵,gallade,M-3,M-B,double,spreads,9,,,0.8,,,,
55,艾路雷朵,gallade,M-3,M-B,double,spreads,10,,,0.6,,,,
56,狠辣椒,scovillain,M-3,M-B,double,moves,1,愤怒粉,いかりのこな,93.5,bug,status,,
56,狠辣椒,scovillain,M-3,M-B,double,moves,2,守住,まもる,91.5,normal,status,,
56,狠辣椒,scovillain,M-3,M-B,double,moves,3,过热,オーバーヒート,59.2,fire,special,130,
56,狠辣椒,scovillain,M-3,M-B,double,moves,4,寄生种子,やどりぎのタネ,53.5,grass,status,,
56,狠辣椒,scovillain,M-3,M-B,double,moves,5,终极吸取,ギガドレイン,52.5,grass,special,75,
56,狠辣椒,scovillain,M-3,M-B,double,moves,6,喷射火焰,かえんほうしゃ,24.4,fire,special,90,
56,狠辣椒,scovillain,M-3,M-B,double,moves,7,飞叶风暴,リーフストーム,3.9,grass,special,130,
56,狠辣椒,scovillain,M-3,M-B,double,moves,8,妒火,しっとのほのお,3.4,fire,special,70,
56,狠辣椒,scovillain,M-3,M-B,double,moves,9,能量球,エナジーボール,3.0,grass,special,90,
56,狠辣椒,scovillain,M-3,M-B,double,moves,10,辣椒精华,ハバネロエキス,2.2,grass,status,,
56,狠辣椒,scovillain,M-3,M-B,double,items,1,狠辣椒进化石,スコヴィラナイト,94.8,,,,
56,狠辣椒,scovillain,M-3,M-B,double,items,2,气势披带,きあいのタスキ,1.2,,,,
56,狠辣椒,scovillain,M-3,M-B,double,items,3,吃剩的东西,たべのこし,0.8,,,,
56,狠辣椒,scovillain,M-3,M-B,double,items,4,生命宝珠,いのちのたま,0.6,,,,
56,狠辣椒,scovillain,M-3,M-B,double,items,5,文柚果,オボンのみ,0.6,,,,
56,狠辣椒,scovillain,M-3,M-B,double,items,6,白色香草,しろいハーブ,0.4,,,,
56,狠辣椒,scovillain,M-3,M-B,double,items,7,棱瓜果,バコウのみ,0.2,,,,
56,狠辣椒,scovillain,M-3,M-B,double,items,8,讲究围巾,こだわりスカーフ,0.2,,,,
56,狠辣椒,scovillain,M-3,M-B,double,items,9,博识眼镜,ものしりメガネ,0.2,,,,
56,狠辣椒,scovillain,M-3,M-B,double,items,10,奇迹种子,きせきのタネ,0.1,,,,
56,狠辣椒,scovillain,M-3,M-B,double,abilities,1,心情不定,ムラっけ,76.3,,,,
56,狠辣椒,scovillain,M-3,M-B,double,abilities,2,叶绿素,ようりょくそ,14.7,,,,
56,狠辣椒,scovillain,M-3,M-B,double,abilities,3,不眠,ふみん,9.1,,,,
56,狠辣椒,scovillain,M-3,M-B,double,natures,1,大胆,ずぶとい,41.4,,,,
56,狠辣椒,scovillain,M-3,M-B,double,natures,2,温和,おだやか,36.1,,,,
56,狠辣椒,scovillain,M-3,M-B,double,natures,3,内敛,ひかえめ,11.6,,,,
56,狠辣椒,scovillain,M-3,M-B,double,natures,4,悠闲,のんき,3.5,,,,
56,狠辣椒,scovillain,M-3,M-B,double,natures,5,冷静,れいせい,2.1,,,,
56,狠辣椒,scovillain,M-3,M-B,double,natures,6,自大,なまいき,2.0,,,,
56,狠辣椒,scovillain,M-3,M-B,double,natures,7,胆小,おくびょう,1.7,,,,
56,狠辣椒,scovillain,M-3,M-B,double,natures,8,慢吞吞,おっとり,0.3,,,,
56,狠辣椒,scovillain,M-3,M-B,double,natures,9,淘气,わんぱく,0.2,,,,
56,狠辣椒,scovillain,M-3,M-B,double,natures,10,慎重,しんちょう,0.2,,,,
56,狠辣椒,scovillain,M-3,M-B,double,partners,1,幽尾玄鱼,イダイトウ(オス),,,,,
56,狠辣椒,scovillain,M-3,M-B,double,partners,2,仆刀将军,ドドゲザン,,,,,
56,狠辣椒,scovillain,M-3,M-B,double,partners,3,大狃拉,オオニューラ,,,,,
56,狠辣椒,scovillain,M-3,M-B,double,partners,4,铝钢桥龙,ブリジュラス,,,,,
56,狠辣椒,scovillain,M-3,M-B,double,partners,5,雪妖女,ユキメノコ,,,,,
56,狠辣椒,scovillain,M-3,M-B,double,partners,6,仙子伊布,ニンフィア,,,,,
56,狠辣椒,scovillain,M-3,M-B,double,partners,7,烈咬陆鲨,ガブリアス,,,,,
56,狠辣椒,scovillain,M-3,M-B,double,partners,8,化石翼龙,プテラ,,,,,
56,狠辣椒,scovillain,M-3,M-B,double,partners,9,大嘴鸥,ペリッパー,,,,,
56,狠辣椒,scovillain,M-3,M-B,double,partners,10,鬃岩狼人（黄昏的样子）,ルガルガン(黄昏),,,,,
56,狠辣椒,scovillain,M-3,M-B,double,spreads,1,,,26.5,,,,
56,狠辣椒,scovillain,M-3,M-B,double,spreads,2,,,5.3,,,,
56,狠辣椒,scovillain,M-3,M-B,double,spreads,3,,,5.1,,,,
56,狠辣椒,scovillain,M-3,M-B,double,spreads,4,,,3.4,,,,
56,狠辣椒,scovillain,M-3,M-B,double,spreads,5,,,3.1,,,,
56,狠辣椒,scovillain,M-3,M-B,double,spreads,6,,,2.2,,,,
56,狠辣椒,scovillain,M-3,M-B,double,spreads,7,,,2.0,,,,
56,狠辣椒,scovillain,M-3,M-B,double,spreads,8,,,2.0,,,,
56,狠辣椒,scovillain,M-3,M-B,double,spreads,9,,,1.9,,,,
56,狠辣椒,scovillain,M-3,M-B,double,spreads,10,,,1.8,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,moves,1,子弹拳,バレットパンチ,99.5,steel,physical,40,
57,巨钳螳螂,scizor,M-3,M-B,double,moves,2,守住,まもる,71.7,normal,status,,
57,巨钳螳螂,scizor,M-3,M-B,double,moves,3,剑舞,つるぎのまい,57.0,normal,status,,
57,巨钳螳螂,scizor,M-3,M-B,double,moves,4,虫咬,むしくい,57.0,bug,physical,60,
57,巨钳螳螂,scizor,M-3,M-B,double,moves,5,近身战,インファイト,37.5,fighting,physical,120,
57,巨钳螳螂,scizor,M-3,M-B,double,moves,6,急速折返,とんぼがえり,18.7,bug,physical,70,
57,巨钳螳螂,scizor,M-3,M-B,double,moves,7,双翼,ダブルウイング,17.6,flying,physical,40,
57,巨钳螳螂,scizor,M-3,M-B,double,moves,8,拍落,はたきおとす,10.4,dark,physical,65,
57,巨钳螳螂,scizor,M-3,M-B,double,moves,9,起草,くさわけ,4.6,grass,physical,50,
57,巨钳螳螂,scizor,M-3,M-B,double,moves,10,劈瓦,かわらわり,3.3,fighting,physical,75,
57,巨钳螳螂,scizor,M-3,M-B,double,items,1,巨钳螳螂进化石,ハッサムナイト,49.7,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,items,2,生命宝珠,いのちのたま,16.7,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,items,3,达人带,たつじんのおび,9.5,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,items,4,金属膜,メタルコート,7.9,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,items,5,文柚果,オボンのみ,4.3,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,items,6,气势披带,きあいのタスキ,3.0,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,items,7,力量头带,ちからのハチマキ,1.5,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,items,8,吃剩的东西,たべのこし,1.4,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,items,9,巧可果,オッカのみ,1.3,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,items,10,白色香草,しろいハーブ,1.2,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,abilities,1,技术高手,テクニシャン,97.6,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,abilities,2,虫之预感,むしのしらせ,1.5,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,abilities,3,轻金属,ライトメタル,0.8,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,natures,1,固执,いじっぱり,85.7,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,natures,2,勇敢,ゆうかん,7.8,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,natures,3,爽朗,ようき,2.2,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,natures,4,慎重,しんちょう,1.3,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,natures,5,淘气,わんぱく,1.0,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,natures,6,怕寂寞,さみしがり,0.6,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,natures,7,顽皮,やんちゃ,0.5,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,natures,8,自大,なまいき,0.4,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,natures,9,悠闲,のんき,0.2,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,natures,10,急躁,せっかち,0.1,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,partners,1,炽焰咆哮虎,ガオガエン,,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,partners,2,大嘴鸥,ペリッパー,,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,partners,3,来悲粗茶,ヤバソチャ,,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,partners,4,幽尾玄鱼,イダイトウ(オス),,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,partners,5,烈咬陆鲨,ガブリアス,,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,partners,6,巨沼怪,ラグラージ,,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,partners,7,风妖精,エルフーン,,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,partners,8,铝钢桥龙,ブリジュラス,,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,partners,9,勾魂眼,ヤミラミ,,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,partners,10,雷丘,ライチュウ,,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,spreads,1,,,30.5,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,spreads,2,,,12.1,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,spreads,3,,,8.4,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,spreads,4,,,4.3,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,spreads,5,,,3.0,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,spreads,6,,,2.1,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,spreads,7,,,2.0,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,spreads,8,,,1.7,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,spreads,9,,,1.5,,,,
57,巨钳螳螂,scizor,M-3,M-B,double,spreads,10,,,1.4,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,moves,1,悔念剑,むねんのつるぎ,99.5,fire,physical,90,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,moves,2,影子偷袭,かげうち,85.4,ghost,physical,40,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,moves,3,守住,まもる,80.2,normal,status,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,moves,4,健美,ビルドアップ,57.4,fighting,status,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,moves,5,剑舞,つるぎのまい,18.0,normal,status,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,moves,6,灵骚,ポルターガイスト,17.8,ghost,physical,110,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,moves,7,近身战,インファイト,8.7,fighting,physical,120,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,moves,8,潜灵奇袭,ゴーストダイブ,4.0,ghost,physical,90,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,moves,9,暗影爪,シャドークロー,3.9,ghost,physical,70,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,moves,10,日光刃,ソーラーブレード,3.0,grass,physical,125,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,items,1,刺耳果,ナモのみ,35.3,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,items,2,气势披带,きあいのタスキ,13.7,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,items,3,生命宝珠,いのちのたま,10.8,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,items,4,文柚果,オボンのみ,9.6,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,items,5,吃剩的东西,たべのこし,8.5,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,items,6,木炭,もくたん,7.5,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,items,7,佛柑果,カシブのみ,2.0,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,items,8,讲究围巾,こだわりスカーフ,1.8,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,items,9,白色香草,しろいハーブ,1.4,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,items,10,大根茎,おおきなねっこ,1.3,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,abilities,1,引火,もらいび,88.6,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,abilities,2,碎裂铠甲,くだけるよろい,11.4,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,natures,1,固执,いじっぱり,80.1,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,natures,2,爽朗,ようき,11.5,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,natures,3,勇敢,ゆうかん,2.4,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,natures,4,淘气,わんぱく,1.9,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,natures,5,慎重,しんちょう,1.9,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,natures,6,顽皮,やんちゃ,0.7,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,natures,7,怕寂寞,さみしがり,0.4,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,natures,8,悠闲,のんき,0.3,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,natures,9,天真,むじゃき,0.2,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,natures,10,自大,なまいき,0.2,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,partners,1,来悲粗茶,ヤバソチャ,,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,partners,2,美纳斯,ミロカロス,,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,partners,3,雷丘,ライチュウ,,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,partners,4,炽焰咆哮虎,ガオガエン,,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,partners,5,风妖精,エルフーン,,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,partners,6,烈咬陆鲨,ガブリアス,,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,partners,7,花叶蒂（永恒之花）,フラエッテ(永遠),,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,partners,8,大狃拉,オオニューラ,,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,partners,9,巨金怪,メタグロス,,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,partners,10,九尾（阿罗拉的样子）,アローラキュウコン,,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,spreads,1,,,13.0,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,spreads,2,,,12.2,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,spreads,3,,,5.6,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,spreads,4,,,5.3,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,spreads,5,,,4.8,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,spreads,6,,,3.6,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,spreads,7,,,3.5,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,spreads,8,,,3.1,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,spreads,9,,,2.9,,,,
58,苍炎刃鬼,ceruledge,M-3,M-B,double,spreads,10,,,2.6,,,,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,moves,1,冤冤相报,うらみつらみ,54.4,ghost,special,75,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,moves,2,巨声,ハイパーボイス,50.6,normal,special,90,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,moves,3,暗影球,シャドーボール,41.6,ghost,special,80,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,moves,4,冰冻之风,こごえるかぜ,41.6,ice,special,55,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,moves,5,守住,まもる,31.6,normal,status,,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,moves,6,精神强念,サイコキネシス,23.8,psychic,special,90,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,moves,7,挑衅,ちょうはつ,16.7,dark,status,,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,moves,8,喷射火焰,かえんほうしゃ,15.9,fire,special,90,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,moves,9,污泥炸弹,ヘドロばくだん,14.6,poison,special,90,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,moves,10,真气弹,きあいだま,11.8,fighting,special,120,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,items,1,气势披带,きあいのタスキ,34.4,,,,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,items,2,讲究围巾,こだわりスカーフ,24.2,,,,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,items,3,生命宝珠,いのちのたま,19.7,,,,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,items,4,丝绸围巾,シルクのスカーフ,4.2,,,,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,items,5,刺耳果,ナモのみ,2.2,,,,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,items,6,达人带,たつじんのおび,2.0,,,,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,items,7,诅咒之符,のろいのおふだ,1.9,,,,
59,索罗亚克（洗翠）,zoroark-hisui,M-3,M-B,double,items,8,文柚果,オボンのみ,1.9,,,,
