atk,def,format,hp,percentage,pokemon,pokemon_rank,rank,rule,season,slug,spa,spd,spe
0,0,double,2,1.3,烈箭鹰,33,8,M-B,M-3,talonflame,32,0,32
32,1,double,0,1.1,烈箭鹰,33,9,M-B,M-3,talonflame,0,1,32
32,0,double,1,1.1,烈箭鹰,33,10,M-B,M-3,talonflame,0,1,32
32,0,double,2,16.5,弃世猴,34,1,M-B,M-3,annihilape,0,0,32
32,2,double,32,6.7,弃世猴,34,2,M-B,M-3,annihilape,0,0,0
32,0,double,32,6.2,弃世猴,34,3,M-B,M-3,annihilape,0,0,2
32,0,double,32,3.4,弃世猴,34,4,M-B,M-3,annihilape,0,2,0
32,2,double,0,2.3,弃世猴,34,5,M-B,M-3,annihilape,0,0,32
32,0,double,0,1.8,弃世猴,34,6,M-B,M-3,annihilape,0,2,32
2,0,double,32,1.5,弃世猴,34,7,M-B,M-3,annihilape,0,0,32
0,2,double,32,1.2,弃世猴,34,8,M-B,M-3,annihilape,0,32,0
7,18,double,32,1.2,弃世猴,34,9,M-B,M-3,annihilape,0,8,1
32,0,double,0,0.9,弃世猴,34,10,M-B,M-3,annihilape,0,0,32
32,2,double,32,27.1,袋兽,35,1,M-B,M-3,kangaskhan,0,0,0
32,1,double,32,22.9,袋兽,35,2,M-B,M-3,kangaskhan,0,1,0
32,0,double,2,7.9,袋兽,35,3,M-B,M-3,kangaskhan,0,0,32
32,0,double,32,6.1,袋兽,35,4,M-B,M-3,kangaskhan,0,2,0
32,0,double,32,4.8,袋兽,35,5,M-B,M-3,kangaskhan,0,0,2
32,0,double,32,1.7,袋兽,35,6,M-B,M-3,kangaskhan,0,0,0
32,2,double,0,1.3,袋兽,35,7,M-B,M-3,kangaskhan,0,0,32
32,32,double,2,1.0,袋兽,35,8,M-B,M-3,kangaskhan,0,0,0
32,0,double,0,1.0,袋兽,35,9,M-B,M-3,kangaskhan,0,2,32
32,0,double,30,0.9,袋兽,35,10,M-B,M-3,kangaskhan,0,0,4
0,0,double,2,31.8,妖火红狐,36,1,M-B,M-3,delphox,32,0,32
0,1,double,19,7.3,妖火红狐,36,2,M-B,M-3,delphox,17,0,29
0,2,double,0,6.7,妖火红狐,36,3,M-B,M-3,delphox,32,0,32
0,0,double,0,4.7,妖火红狐,36,4,M-B,M-3,delphox,32,2,32
0,1,double,1,2.8,妖火红狐,36,5,M-B,M-3,delphox,32,0,32
0,23,double,9,2.5,妖火红狐,36,6,M-B,M-3,delphox,5,0,29
0,21,double,16,2.5,妖火红狐,36,7,M-B,M-3,delphox,0,0,29
0,4,double,11,2.3,妖火红狐,36,8,M-B,M-3,delphox,19,0,32
0,1,double,3,2.2,妖火红狐,36,9,M-B,M-3,delphox,32,0,30
0,0,double,5,1.7,妖火红狐,36,10,M-B,M-3,delphox,32,0,29
32,0,double,2,62.6,火焰鸡,37,1,M-B,M-3,blaziken,0,0,32
32,2,double,0,3.7,火焰鸡,37,2,M-B,M-3,blaziken,0,0,32
0,0,double,2,3.3,火焰鸡,37,3,M-B,M-3,blaziken,32,0,32
32,0,double,0,2.4,火焰鸡,37,4,M-B,M-3,blaziken,0,2,32
32,0,double,0,1.6,火焰鸡,37,5,M-B,M-3,blaziken,0,0,32
32,0,double,32,1.4,火焰鸡,37,6,M-B,M-3,blaziken,0,0,2
32,0,double,0,1.0,火焰鸡,37,7,M-B,M-3,blaziken,2,0,32
11,0,double,32,0.8,火焰鸡,37,8,M-B,M-3,blaziken,0,6,17
32,1,double,0,0.7,火焰鸡,37,9,M-B,M-3,blaziken,0,1,32
32,2,double,32,0.7,火焰鸡,37,10,M-B,M-3,blaziken,0,0,0
0,0,double,2,55.8,火炎狮,38,1,M-B,M-3,pyroar,32,0,32
0,7,double,0,11.4,火炎狮,38,2,M-B,M-3,pyroar,32,0,27
0,0,double,7,5.6,火炎狮,38,3,M-B,M-3,pyroar,32,0,27
0,2,double,0,4.0,火炎狮,38,4,M-B,M-3,pyroar,32,0,32
0,0,double,0,3.9,火炎狮,38,5,M-B,M-3,pyroar,32,2,32
0,0,double,0,1.6,火炎狮,38,6,M-B,M-3,pyroar,32,0,32
0,3,double,14,1.4,火炎狮,38,7,M-B,M-3,pyroar,22,0,27
0,0,double,6,1.3,火炎狮,38,8,M-B,M-3,pyroar,32,0,28
0,3,double,14,0.7,火炎狮,38,9,M-B,M-3,pyroar,32,0,17
0,1,double,0,0.6,火炎狮,38,10,M-B,M-3,pyroar,32,1,32
0,0,double,2,36.5,耿鬼,39,1,M-B,M-3,gengar,32,0,32
0,9,double,32,7.8,耿鬼,39,2,M-B,M-3,gengar,1,1,23
0,1,double,30,4.5,耿鬼,39,3,M-B,M-3,gengar,1,28,6
0,2,double,32,4.3,耿鬼,39,4,M-B,M-3,gengar,0,0,32
0,0,double,0,2.4,耿鬼,39,5,M-B,M-3,gengar,32,2,32
0,2,double,0,2.3,耿鬼,39,6,M-B,M-3,gengar,32,0,32
0,0,double,32,2.1,耿鬼,39,7,M-B,M-3,gengar,2,0,32
0,12,double,30,1.8,耿鬼,39,8,M-B,M-3,gengar,0,0,24
0,0,double,30,1.3,耿鬼,39,9,M-B,M-3,gengar,9,13,14
0,0,double,0,1.1,耿鬼,39,10,M-B,M-3,gengar,32,0,32
0,2,double,32,33.6,水箭龟,40,1,M-B,M-3,blastoise,32,0,0
0,0,double,2,12.5,水箭龟,40,2,M-B,M-3,blastoise,32,0,32
0,0,double,32,9.7,水箭龟,40,3,M-B,M-3,blastoise,32,2,0
0,1,double,1,3.6,水箭龟,40,4,M-B,M-3,blastoise,32,0,32
0,0,double,32,2.3,水箭龟,40,5,M-B,M-3,blastoise,32,0,2
0,1,double,32,2.0,水箭龟,40,6,M-B,M-3,blastoise,32,1,0
0,0,double,32,1.9,水箭龟,40,7,M-B,M-3,blastoise,32,0,0
0,2,double,0,1.4,水箭龟,40,8,M-B,M-3,blastoise,32,0,32
0,3,double,31,1.2,水箭龟,40,9,M-B,M-3,blastoise,32,0,0
0,0,double,1,1.1,水箭龟,40,10,M-B,M-3,blastoise,32,1,32
0,2,double,32,28.1,西狮海壬,41,1,M-B,M-3,primarina,32,0,0
0,0,double,32,8.6,西狮海壬,41,2,M-B,M-3,primarina,32,2,0
0,0,double,32,4.5,西狮海壬,41,3,M-B,M-3,primarina,32,0,2
0,0,double,2,2.5,西狮海壬,41,4,M-B,M-3,primarina,32,32,0
0,0,double,2,2.2,西狮海壬,41,5,M-B,M-3,primarina,32,0,32
0,24,double,21,2.2,西狮海壬,41,6,M-B,M-3,primarina,14,0,7
0,32,double,2,2.0,西狮海壬,41,7,M-B,M-3,primarina,32,0,0
0,2,double,0,1.5,西狮海壬,41,8,M-B,M-3,primarina,32,32,0
0,32,double,0,1.3,西狮海壬,41,9,M-B,M-3,primarina,32,2,0
0,14,double,23,1.2,西狮海壬,41,10,M-B,M-3,primarina,24,0,5
0,0,double,2,55.4,蜥蜴王,42,1,M-B,M-3,sceptile,32,0,32
0,2,double,0,5.6,蜥蜴王,42,2,M-B,M-3,sceptile,32,0,32
0,0,double,0,5.4,蜥蜴王,42,3,M-B,M-3,sceptile,32,2,32
0,0,double,3,3.4,蜥蜴王,42,4,M-B,M-3,sceptile,32,0,31
0,0,double,11,2.7,蜥蜴王,42,5,M-B,M-3,sceptile,32,0,23
0,0,double,0,2.3,蜥蜴王,42,6,M-B,M-3,sceptile,32,0,32
0,1,double,14,1.9,蜥蜴王,42,7,M-B,M-3,sceptile,26,0,25
0,1,double,1,0.8,蜥蜴王,42,8,M-B,M-3,sceptile,32,0,32
0,0,double,32,0.7,蜥蜴王,42,9,M-B,M-3,sceptile,32,0,2
0,0,double,32,0.7,蜥蜴王,42,10,M-B,M-3,sceptile,2,0,32
0,23,double,31,10.3,蚊香蛙皇,43,1,M-B,M-3,politoed,0,12,0
0,2,double,32,7.7,蚊香蛙皇,43,2,M-B,M-3,politoed,32,0,0
0,11,double,32,6.1,蚊香蛙皇,43,3,M-B,M-3,politoed,0,20,3
0,25,double,32,6.0,蚊香蛙皇,43,4,M-B,M-3,politoed,0,9,0
0,32,double,32,4.1,蚊香蛙皇,43,5,M-B,M-3,politoed,0,2,0
0,0,double,32,2.8,蚊香蛙皇,43,6,M-B,M-3,politoed,32,2,0
0,0,double,2,2.8,蚊香蛙皇,43,7,M-B,M-3,politoed,32,0,32
0,0,double,32,2.1,蚊香蛙皇,43,8,M-B,M-3,politoed,32,0,2
0,12,double,23,2.0,蚊香蛙皇,43,9,M-B,M-3,politoed,30,0,1
0,2,double,0,1.6,蚊香蛙皇,43,10,M-B,M-3,politoed,32,0,32
0,0,double,2,26.0,沙奈朵,44,1,M-B,M-3,gardevoir,32,0,32
0,2,double,32,8.3,沙奈朵,44,2,M-B,M-3,gardevoir,32,0,0
0,2,double,0,3.4,沙奈朵,44,3,M-B,M-3,gardevoir,32,0,32
0,0,double,32,3.1,沙奈朵,44,4,M-B,M-3,gardevoir,32,0,2
0,0,double,0,2.6,沙奈朵,44,5,M-B,M-3,gardevoir,32,2,32
0,0,double,32,2.6,沙奈朵,44,6,M-B,M-3,gardevoir,32,2,0
0,16,double,30,2.3,沙奈朵,44,7,M-B,M-3,gardevoir,10,1,9
0,6,double,2,2.2,沙奈朵,44,8,M-B,M-3,gardevoir,25,1,32
0,2,double,16,1.9,沙奈朵,44,9,M-B,M-3,gardevoir,32,0,16
0,7,double,32,1.6,沙奈朵,44,10,M-B,M-3,gardevoir,25,2,0
0,0,double,2,69.9,火暴兽（洗翠）,45,1,M-B,M-3,typhlosion-hisui,32,0,32
0,2,double,0,8.2,火暴兽（洗翠）,45,2,M-B,M-3,typhlosion-hisui,32,0,32
0,0,double,0,6.2,火暴兽（洗翠）,45,3,M-B,M-3,typhlosion-hisui,32,2,32
0,0,double,0,2.5,火暴兽（洗翠）,45,4,M-B,M-3,typhlosion-hisui,32,0,32
0,1,double,1,2.2,火暴兽（洗翠）,45,5,M-B,M-3,typhlosion-hisui,32,0,32
0,0,double,1,0.7,火暴兽（洗翠）,45,6,M-B,M-3,typhlosion-hisui,32,1,32
0,2,double,32,0.7,火暴兽（洗翠）,45,7,M-B,M-3,typhlosion-hisui,32,0,0
0,0,double,5,0.5,火暴兽（洗翠）,45,8,M-B,M-3,typhlosion-hisui,32,0,29
0,0,double,1,0.5,火暴兽（洗翠）,45,9,M-B,M-3,typhlosion-hisui,32,0,32
0,0,double,32,0.4,火暴兽（洗翠）,45,10,M-B,M-3,typhlosion-hisui,32,0,2
0,2,double,32,17.0,麻麻鳗鱼王,46,1,M-B,M-3,eelektross,32,0,0
0,0,double,2,8.4,麻麻鳗鱼王,46,2,M-B,M-3,eelektross,32,0,32
0,0,double,32,6.9,麻麻鳗鱼王,46,3,M-B,M-3,eelektross,32,0,2
0,0,double,32,4.7,麻麻鳗鱼王,46,4,M-B,M-3,eelektross,32,2,0
0,4,double,7,4.2,麻麻鳗鱼王,46,5,M-B,M-3,eelektross,32,0,23
0,1,double,32,3.1,麻麻鳗鱼王,46,6,M-B,M-3,eelektross,32,1,0
32,2,double,32,2.1,麻麻鳗鱼王,46,7,M-B,M-3,eelektross,0,0,0
32,0,double,32,1.9,麻麻鳗鱼王,46,8,M-B,M-3,eelektross,0,0,2
32,0,double,32,1.8,麻麻鳗鱼王,46,9,M-B,M-3,eelektross,0,2,0
0,0,double,1,1.7,麻麻鳗鱼王,46,10,M-B,M-3,eelektross,26,7,32
32,2,double,32,22.2,头巾混混,47,1,M-B,M-3,scrafty,0,0,0
32,0,double,32,18.0,头巾混混,47,2,M-B,M-3,scrafty,0,2,0
20,0,double,32,6.1,头巾混混,47,3,M-B,M-3,scrafty,0,14,0
32,1,double,32,4.2,头巾混混,47,4,M-B,M-3,scrafty,0,1,0
21,0,double,17,4.0,头巾混混,47,5,M-B,M-3,scrafty,0,0,28
32,0,double,32,2.9,头巾混混,47,6,M-B,M-3,scrafty,0,0,2
32,0,double,32,1.4,头巾混混,47,7,M-B,M-3,scrafty,0,0,0
32,0,double,2,1.3,头巾混混,47,8,M-B,M-3,scrafty,0,0,32
30,0,double,31,1.3,头巾混混,47,9,M-B,M-3,scrafty,0,0,5
7,17,double,32,1.2,头巾混混,47,10,M-B,M-3,scrafty,0,5,5
0,0,double,2,43.8,晶光花,48,1,M-B,M-3,glimmora,32,0,32
0,0,double,1,15.9,晶光花,48,2,M-B,M-3,glimmora,32,1,32
0,0,double,0,6.1,晶光花,48,3,M-B,M-3,glimmora,32,2,32
0,1,double,1,4.7,晶光花,48,4,M-B,M-3,glimmora,32,0,32
0,2,double,0,2.7,晶光花,48,5,M-B,M-3,glimmora,32,0,32
0,0,double,0,1.8,晶光花,48,6,M-B,M-3,glimmora,32,0,32
0,0,double,32,1.4,晶光花,48,7,M-B,M-3,glimmora,32,2,0
0,1,double,15,1.1,晶光花,48,8,M-B,M-3,glimmora,28,1,21
0,0,double,27,0.9,晶光花,48,9,M-B,M-3,glimmora,20,1,18
0,2,double,32,0.8,晶光花,48,10,M-B,M-3,glimmora,32,0,0
32,0,double,2,52.7,龙头地鼠,49,1,M-B,M-3,excadrill,0,0,32
32,2,double,0,8.1,龙头地鼠,49,2,M-B,M-3,excadrill,0,0,32
32,0,double,0,6.5,龙头地鼠,49,3,M-B,M-3,excadrill,0,2,32
32,0,double,1,5.1,龙头地鼠,49,4,M-B,M-3,excadrill,0,1,32
32,1,double,1,4.2,龙头地鼠,49,5,M-B,M-3,excadrill,0,0,32
32,1,double,0,3.2,龙头地鼠,49,6,M-B,M-3,excadrill,0,1,32
32,0,double,0,2.9,龙头地鼠,49,7,M-B,M-3,excadrill,0,0,32
32,0,double,32,1.8,龙头地鼠,49,8,M-B,M-3,excadrill,0,0,2
32,0,double,1,1.4,龙头地鼠,49,9,M-B,M-3,excadrill,0,0,32
32,2,double,32,1.1,龙头地鼠,49,10,M-B,M-3,excadrill,0,0,0
32,0,double,2,56.2,魔幻假面喵,50,1,M-B,M-3,meowscarada,0,0,32
32,2,double,0,10.9,魔幻假面喵,50,2,M-B,M-3,meowscarada,0,0,32
32,0,double,0,7.1,魔幻假面喵,50,3,M-B,M-3,meowscarada,0,2,32
32,0,double,0,3.2,魔幻假面喵,50,4,M-B,M-3,meowscarada,0,0,32
32,1,double,0,1.6,魔幻假面喵,50,5,M-B,M-3,meowscarada,0,1,32
32,0,double,7,1.6,魔幻假面喵,50,6,M-B,M-3,meowscarada,0,0,27
32,0,double,1,1.0,魔幻假面喵,50,7,M-B,M-3,meowscarada,0,0,32
32,0,double,13,0.9,魔幻假面喵,50,8,M-B,M-3,meowscarada,0,0,21
32,0,double,32,0.8,魔幻假面喵,50,9,M-B,M-3,meowscarada,0,0,2
32,0,double,4,0.7,魔幻假面喵,50,10,M-B,M-3,meowscarada,0,0,30
0,0,double,2,50.1,加热洛托姆,51,1,M-B,M-3,rotom-heat,32,0,32
0,2,double,0,3.7,加热洛托姆,51,2,M-B,M-3,rotom-heat,32,0,32
0,0,double,0,3.7,加热洛托姆,51,3,M-B,M-3,rotom-heat,32,2,32
0,0,double,9,2.0,加热洛托姆,51,4,M-B,M-3,rotom-heat,32,0,25
0,0,double,32,2.0,加热洛托姆,51,5,M-B,M-3,rotom-heat,32,0,2
0,0,double,8,1.6,加热洛托姆,51,6,M-B,M-3,rotom-heat,32,0,26
0,0,double,0,1.3,加热洛托姆,51,7,M-B,M-3,rotom-heat,32,0,32
0,2,double,32,1.2,加热洛托姆,51,8,M-B,M-3,rotom-heat,32,0,0
0,0,double,12,1.2,加热洛托姆,51,9,M-B,M-3,rotom-heat,29,0,25
0,0,double,32,1.2,加热洛托姆,51,10,M-B,M-3,rotom-heat,32,2,0
0,32,double,32,12.3,钢铠鸦,52,1,M-B,M-3,corviknight,0,0,2
0,32,double,32,12.2,钢铠鸦,52,2,M-B,M-3,corviknight,0,2,0
11,1,double,27,5.4,钢铠鸦,52,3,M-B,M-3,corviknight,0,5,22
2,32,double,32,2.9,钢铠鸦,52,4,M-B,M-3,corviknight,0,0,0
0,2,double,32,2.8,钢铠鸦,52,5,M-B,M-3,corviknight,0,32,0
13,0,double,32,2.1,钢铠鸦,52,6,M-B,M-3,corviknight,0,13,8
32,0,double,32,1.9,钢铠鸦,52,7,M-B,M-3,corviknight,0,2,0
32,32,double,2,1.6,钢铠鸦,52,8,M-B,M-3,corviknight,0,0,0
11,5,double,19,1.5,钢铠鸦,52,9,M-B,M-3,corviknight,0,5,26
32,2,double,32,1.4,钢铠鸦,52,10,M-B,M-3,corviknight,0,0,0
0,32,double,32,25.7,智挥猩,53,1,M-B,M-3,oranguru,0,2,0
0,20,double,32,8.7,智挥猩,53,2,M-B,M-3,oranguru,0,14,0
0,32,double,32,6.0,智挥猩,53,3,M-B,M-3,oranguru,0,0,2
0,32,double,2,3.2,智挥猩,53,4,M-B,M-3,oranguru,0,32,0
0,30,double,32,2.7,智挥猩,53,5,M-B,M-3,oranguru,0,4,0
0,32,double,32,2.5,智挥猩,53,6,M-B,M-3,oranguru,0,0,0
0,2,double,32,2.4,智挥猩,53,7,M-B,M-3,oranguru,0,32,0
0,26,double,32,1.9,智挥猩,53,8,M-B,M-3,oranguru,0,8,0
0,24,double,32,1.6,智挥猩,53,9,M-B,M-3,oranguru,0,10,0
0,23,double,31,1.5,智挥猩,53,10,M-B,M-3,oranguru,0,10,2
32,0,double,2,31.3,甜冷美后,54,1,M-B,M-3,tsareena,0,0,32
32,2,double,32,5.3,甜冷美后,54,2,M-B,M-3,tsareena,0,0,0
32,2,double,0,4.1,甜冷美后,54,3,M-B,M-3,tsareena,0,0,32
32,0,double,32,3.8,甜冷美后,54,4,M-B,M-3,tsareena,0,2,0
32,0,double,0,3.5,甜冷美后,54,5,M-B,M-3,tsareena,0,2,32
32,0,double,32,2.3,甜冷美后,54,6,M-B,M-3,tsareena,0,0,2
32,0,double,0,1.8,甜冷美后,54,7,M-B,M-3,tsareena,0,0,32
32,1,double,32,1.5,甜冷美后,54,8,M-B,M-3,tsareena,0,1,0
32,0,double,4,1.2,甜冷美后,54,9,M-B,M-3,tsareena,0,0,30
32,0,double,14,0.9,甜冷美后,54,10,M-B,M-3,tsareena,0,0,20
32,0,double,2,38.7,艾路雷朵,55,1,M-B,M-3,gallade,0,0,32
32,2,double,32,14.8,艾路雷朵,55,2,M-B,M-3,gallade,0,0,0
32,2,double,0,7.6,艾路雷朵,55,3,M-B,M-3,gallade,0,0,32
32,0,double,32,5.1,艾路雷朵,55,4,M-B,M-3,gallade,0,2,0
32,0,double,0,3.3,艾路雷朵,55,5,M-B,M-3,gallade,0,2,32
32,32,double,2,1.5,艾路雷朵,55,6,M-B,M-3,gallade,0,0,0
32,0,double,0,1.4,艾路雷朵,55,7,M-B,M-3,gallade,0,0,32
32,0,double,32,1.0,艾路雷朵,55,8,M-B,M-3,gallade,0,0,2
32,32,double,0,0.8,艾路雷朵,55,9,M-B,M-3,gallade,0,2,0
32,0,double,3,0.6,艾路雷朵,55,10,M-B,M-3,gallade,0,0,31
0,19,double,32,26.5,狠辣椒,56,1,M-B,M-3,scovillain,0,15,0
0,15,double,32,5.3,狠辣椒,56,2,M-B,M-3,scovillain,0,19,0
0,32,double,32,5.1,狠辣椒,56,3,M-B,M-3,scovillain,0,2,0
0,25,double,32,3.4,狠辣椒,56,4,M-B,M-3,scovillain,0,9,0
0,9,double,32,3.1,狠辣椒,56,5,M-B,M-3,scovillain,0,25,0
0,17,double,32,2.2,狠辣椒,56,6,M-B,M-3,scovillain,0,17,0
0,25,double,32,2.0,狠辣椒,56,7,M-B,M-3,scovillain,0,5,4
0,15,double,31,2.0,狠辣椒,56,8,M-B,M-3,scovillain,0,20,0
0,16,double,29,1.9,狠辣椒,56,9,M-B,M-3,scovillain,0,15,6
0,21,double,31,1.8,狠辣椒,56,10,M-B,M-3,scovillain,1,13,0
32,0,double,32,30.5,巨钳螳螂,57,1,M-B,M-3,scizor,0,2,0
32,2,double,32,12.1,巨钳螳螂,57,2,M-B,M-3,scizor,0,0,0
32,0,double,32,8.4,巨钳螳螂,57,3,M-B,M-3,scizor,0,0,2
32,0,double,2,4.3,巨钳螳螂,57,4,M-B,M-3,scizor,0,0,32
32,1,double,32,3.0,巨钳螳螂,57,5,M-B,M-3,scizor,0,1,0
32,32,double,2,2.1,巨钳螳螂,57,6,M-B,M-3,scizor,0,0,0
32,0,double,26,2.0,巨钳螳螂,57,7,M-B,M-3,scizor,0,8,0
32,32,double,0,1.7,巨钳螳螂,57,8,M-B,M-3,scizor,0,2,0
32,2,double,0,1.5,巨钳螳螂,57,9,M-B,M-3,scizor,0,0,32
32,0,double,0,1.4,巨钳螳螂,57,10,M-B,M-3,scizor,0,2,32
32,0,double,2,13.0,苍炎刃鬼,58,1,M-B,M-3,ceruledge,0,0,32
25,10,double,31,12.2,苍炎刃鬼,58,2,M-B,M-3,ceruledge,0,0,0
32,2,double,32,5.6,苍炎刃鬼,58,3,M-B,M-3,ceruledge,0,0,0
20,18,double,27,5.3,苍炎刃鬼,58,4,M-B,M-3,ceruledge,0,1,0
1,26,double,31,4.8,苍炎刃鬼,58,5,M-B,M-3,ceruledge,0,0,8
32,0,double,32,3.6,苍炎刃鬼,58,6,M-B,M-3,ceruledge,0,0,2
32,2,double,0,3.5,苍炎刃鬼,58,7,M-B,M-3,ceruledge,0,0,32
32,0,double,0,3.1,苍炎刃鬼,58,8,M-B,M-3,ceruledge,0,2,32
15,7,double,18,2.9,苍炎刃鬼,58,9,M-B,M-3,ceruledge,0,2,24
32,0,double,32,2.6,苍炎刃鬼,58,10,M-B,M-3,ceruledge,0,2,0
0,0,double,2,54.7,索罗亚克（洗翠）,59,1,M-B,M-3,zoroark-hisui,32,0,32
0,0,double,0,9.2,索罗亚克（洗翠）,59,2,M-B,M-3,zoroark-hisui,32,2,32
0,2,double,0,7.8,索罗亚克（洗翠）,59,3,M-B,M-3,zoroark-hisui,32,0,32
0,1,double,1,4.4,索罗亚克（洗翠）,59,4,M-B,M-3,zoroark-hisui,32,0,32
0,0,double,0,3.4,索罗亚克（洗翠）,59,5,M-B,M-3,zoroark-hisui,32,0,32
0,1,double,0,2.0,索罗亚克（洗翠）,59,6,M-B,M-3,zoroark-hisui,32,1,32
0,0,double,1,2.0,索罗亚克（洗翠）,59,7,M-B,M-3,zoroark-hisui,32,1,32
0,0,double,32,1.0,索罗亚克（洗翠）,59,8,M-B,M-3,zoroark-hisui,32,0,2
0,0,double,9,0.9,索罗亚克（洗翠）,59,9,M-B,M-3,zoroark-hisui,32,0,25
0,0,double,1,0.6,索罗亚克（洗翠）,59,10,M-B,M-3,zoroark-hisui,32,0,32
0,0,double,32,25.7,大竺葵,60,1,M-B,M-3,meganium,32,0,2
0,0,double,32,9.3,大竺葵,60,2,M-B,M-3,meganium,32,2,0
0,2,double,32,8.3,大竺葵,60,3,M-B,M-3,meganium,32,0,0
0,0,double,2,8.1,大竺葵,60,4,M-B,M-3,meganium,32,0,32
0,0,double,28,2.2,大竺葵,60,5,M-B,M-3,meganium,32,0,6
0,1,double,32,2.0,大竺葵,60,6,M-B,M-3,meganium,32,1,0
0,0,double,32,1.9,大竺葵,60,7,M-B,M-3,meganium,27,0,7
0,0,double,0,1.7,大竺葵,60,8,M-B,M-3,meganium,32,2,32
0,0,double,26,1.5,大竺葵,60,9,M-B,M-3,meganium,32,0,8
0,4,double,32,1.4,大竺葵,60,10,M-B,M-3,meganium,27,3,0
0,0,double,2,43.3,彩粉蝶,61,1,M-B,M-3,vivillon,32,0,32
0,24,double,0,14.9,彩粉蝶,61,2,M-B,M-3,vivillon,5,5,32
0,24,double,0,6.4,彩粉蝶,61,3,M-B,M-3,vivillon,0,10,32
0,2,double,0,5.0,彩粉蝶,61,4,M-B,M-3,vivillon,32,0,32
0,0,double,0,3.7,彩粉蝶,61,5,M-B,M-3,vivillon,32,2,32
0,2,double,32,2.9,彩粉蝶,61,6,M-B,M-3,vivillon,0,0,32
0,1,double,0,2.8,彩粉蝶,61,7,M-B,M-3,vivillon,32,1,32
0,0,double,32,2.5,彩粉蝶,61,8,M-B,M-3,vivillon,2,0,32
0,0,double,0,2.1,彩粉蝶,61,9,M-B,M-3,vivillon,32,0,32
0,0,double,32,2.0,彩粉蝶,61,10,M-B,M-3,vivillon,0,2,32
32,0,double,2,30.3,象牙猪,62,1,M-B,M-3,mamoswine,0,0,32
32,0,double,0,27.1,象牙猪,62,2,M-B,M-3,mamoswine,0,2,32
32,2,double,0,5.4,象牙猪,62,3,M-B,M-3,mamoswine,0,0,32
32,0,double,1,3.9,象牙猪,62,4,M-B,M-3,mamoswine,0,30,3
32,0,double,32,2.9,象牙猪,62,5,M-B,M-3,mamoswine,0,2,0
32,2,double,32,2.8,象牙猪,62,6,M-B,M-3,mamoswine,0,0,0
32,0,double,32,2.5,象牙猪,62,7,M-B,M-3,mamoswine,0,0,2
32,32,double,2,1.7,象牙猪,62,8,M-B,M-3,mamoswine,0,0,0
32,0,double,0,1.4,象牙猪,62,9,M-B,M-3,mamoswine,0,0,32
32,0,double,2,1.1,象牙猪,62,10,M-B,M-3,mamoswine,0,32,0
0,32,double,32,21.4,皮可西,63,1,M-B,M-3,clefable,0,2,0
0,27,double,32,5.3,皮可西,63,2,M-B,M-3,clefable,0,7,0
0,2,double,32,3.7,皮可西,63,3,M-B,M-3,clefable,32,0,0
0,17,double,32,3.3,皮可西,63,4,M-B,M-3,clefable,0,12,5
0,32,double,2,2.7,皮可西,63,5,M-B,M-3,clefable,0,32,0
0,32,double,32,2.3,皮可西,63,6,M-B,M-3,clefable,2,0,0
0,17,double,32,2.1,皮可西,63,7,M-B,M-3,clefable,0,17,0
0,0,double,32,2.0,皮可西,63,8,M-B,M-3,clefable,32,2,0
0,20,double,32,2.0,皮可西,63,9,M-B,M-3,clefable,0,14,0
0,12,double,32,1.6,皮可西,63,10,M-B,M-3,clefable,22,0,0
32,0,double,2,33.7,多龙巴鲁托,64,1,M-B,M-3,dragapult,0,0,32
0,0,double,2,14.0,多龙巴鲁托,64,2,M-B,M-3,dragapult,32,0,32
32,2,double,0,6.8,多龙巴鲁托,64,3,M-B,M-3,dragapult,0,0,32
32,0,double,0,5.3,多龙巴鲁托,64,4,M-B,M-3,dragapult,0,2,32
32,0,double,0,2.2,多龙巴鲁托,64,5,M-B,M-3,dragapult,0,0,32
0,0,double,0,1.9,多龙巴鲁托,64,6,M-B,M-3,dragapult,32,2,32
0,1,double,0,1.7,多龙巴鲁托,64,7,M-B,M-3,dragapult,32,1,32
0,2,double,0,1.4,多龙巴鲁托,64,8,M-B,M-3,dragapult,32,0,32
32,1,double,0,1.2,多龙巴鲁托,64,9,M-B,M-3,dragapult,0,1,32
0,0,double,0,1.0,多龙巴鲁托,64,10,M-B,M-3,dragapult,32,0,32
0,2,double,32,35.7,布莉姆温,65,1,M-B,M-3,hatterene,32,0,0
0,0,double,32,13.3,布莉姆温,65,2,M-B,M-3,hatterene,32,2,0
0,2,double,0,3.4,布莉姆温,65,3,M-B,M-3,hatterene,32,32,0
0,32,double,0,3.3,布莉姆温,65,4,M-B,M-3,hatterene,32,2,0
0,0,double,2,2.9,布莉姆温,65,5,M-B,M-3,hatterene,32,32,0
0,7,double,27,2.9,布莉姆温,65,6,M-B,M-3,hatterene,32,0,0
0,0,double,32,2.2,布莉姆温,65,7,M-B,M-3,hatterene,32,0,0
0,32,double,2,1.9,布莉姆温,65,8,M-B,M-3,hatterene,32,0,0
0,32,double,32,1.2,布莉姆温,65,9,M-B,M-3,hatterene,0,2,0
0,1,double,32,1.2,布莉姆温,65,10,M-B,M-3,hatterene,32,1,0
32,0,double,2,28.5,幽尾玄鱼（雌性）,66,1,M-B,M-3,basculegion-female,0,0,32
